League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,28/07/93,Mannheim,F Koln,2.0,1.0,D
Bundesliga 2,28/07/93,Meppen,Bochum,3.0,1.0,H
Bundesliga 2,28/07/93,RW Essen,Saarbrucken,2.0,1.0,H
Bundesliga 2,28/07/93,Stuttgarter K,Hannover,0.0,0.0,D
Bundesliga 2,28/07/93,TB Berlin,Mainz,2.0,1.0,D
Bundesliga 2,28/07/93,Wolfsburg,Uerdingen,2.0,0.0,H
Bundesliga 2,31/07/93,Bochum,Hansa Rostock,0.0,0.0,H
Bundesliga 2,31/07/93,F Koln,Wolfsburg,1.0,0.0,H
Bundesliga 2,31/07/93,Hannover,TB Berlin,1.0,1.0,H
Bundesliga 2,31/07/93,Hertha,Mannheim,2.0,0.0,H
Bundesliga 2,31/07/93,Mainz,CZ Jena,5.0,0.0,H
Bundesliga 2,31/07/93,Munich 1860,RW Essen,1.0,0.0,H
Bundesliga 2,31/07/93,Saarbrucken,Stuttgarter K,0.0,0.0,H
Bundesliga 2,31/07/93,St Pauli,Chemnitz,4.0,0.0,H
Bundesliga 2,31/07/93,Uerdingen,Homburg,1.0,1.0,A
Bundesliga 2,31/07/93,Wuppertaler,Meppen,2.0,1.0,D
Bundesliga 2,07/08/93,Chemnitz,Uerdingen,3.0,4.0,A
Bundesliga 2,07/08/93,CZ Jena,Mannheim,1.0,2.0,D
Bundesliga 2,07/08/93,Hansa Rostock,Wuppertaler,3.0,1.0,H
Bundesliga 2,07/08/93,Homburg,F Koln,3.0,2.0,D
Bundesliga 2,07/08/93,Mainz,Hannover,1.0,0.0,H
Bundesliga 2,07/08/93,Meppen,St Pauli,1.0,1.0,D
Bundesliga 2,07/08/93,RW Essen,Bochum,3.0,2.0,D
Bundesliga 2,07/08/93,Stuttgarter K,Munich 1860,0.0,2.0,D
Bundesliga 2,07/08/93,TB Berlin,Saarbrucken,0.0,4.0,A
Bundesliga 2,07/08/93,Wolfsburg,Hertha,2.0,0.0,H
Bundesliga 2,14/08/93,Bochum,Stuttgarter K,0.0,1.0,H
Bundesliga 2,14/08/93,F Koln,Chemnitz,1.0,1.0,H
Bundesliga 2,14/08/93,Hannover,CZ Jena,0.0,0.0,H
Bundesliga 2,14/08/93,Hertha,Homburg,1.0,0.0,H
Bundesliga 2,14/08/93,Mannheim,Wolfsburg,4.0,1.0,D
Bundesliga 2,14/08/93,Munich 1860,TB Berlin,0.0,1.0,H
Bundesliga 2,14/08/93,Saarbrucken,Mainz,0.0,0.0,H
Bundesliga 2,14/08/93,St Pauli,Hansa Rostock,1.0,4.0,A
Bundesliga 2,14/08/93,Uerdingen,Meppen,1.0,0.0,H
Bundesliga 2,14/08/93,Wuppertaler,RW Essen,2.0,0.0,D
Bundesliga 2,21/08/93,Chemnitz,Hertha,0.0,1.0,D
Bundesliga 2,21/08/93,CZ Jena,Wolfsburg,3.0,0.0,H
Bundesliga 2,21/08/93,Hannover,Saarbrucken,0.0,0.8,H
Bundesliga 2,21/08/93,Hansa Rostock,Uerdingen,3.0,0.0,H
Bundesliga 2,21/08/93,Homburg,Mannheim,1.0,0.0,H
Bundesliga 2,21/08/93,Mainz,Munich 1860,0.0,1.0,D
Bundesliga 2,21/08/93,Meppen,F Koln,2.0,0.0,H
Bundesliga 2,21/08/93,RW Essen,St Pauli,0.0,0.0,D
Bundesliga 2,21/08/93,Stuttgarter K,Wuppertaler,2.0,0.0,H
Bundesliga 2,21/08/93,TB Berlin,Bochum,2.0,1.0,D
Bundesliga 2,28/08/93,Bochum,Mainz,0.0,0.0,H
Bundesliga 2,28/08/93,F Koln,Hansa Rostock,1.0,0.0,D
Bundesliga 2,28/08/93,Hertha,Meppen,2.0,1.0,D
Bundesliga 2,28/08/93,Mannheim,Chemnitz,1.0,0.0,H
Bundesliga 2,28/08/93,Munich 1860,Hannover,0.0,2.0,D
Bundesliga 2,28/08/93,Saarbrucken,CZ Jena,0.0,1.0,H
Bundesliga 2,28/08/93,St Pauli,Stuttgarter K,1.0,0.0,H
Bundesliga 2,28/08/93,Uerdingen,RW Essen,2.0,0.0,H
Bundesliga 2,28/08/93,Wolfsburg,Homburg,1.0,0.0,H
Bundesliga 2,28/08/93,Wuppertaler,TB Berlin,1.0,0.0,H
Bundesliga 2,04/09/93,Chemnitz,Wolfsburg,1.0,1.0,D
Bundesliga 2,04/09/93,CZ Jena,Homburg,0.0,1.0,H
Bundesliga 2,04/09/93,Hannover,Bochum,1.0,0.0,D
Bundesliga 2,04/09/93,Hansa Rostock,Hertha,3.0,2.0,D
Bundesliga 2,04/09/93,Mainz,Wuppertaler,0.0,1.0,D
Bundesliga 2,04/09/93,Meppen,Mannheim,0.0,0.0,H
Bundesliga 2,04/09/93,RW Essen,F Koln,1.0,0.0,H
Bundesliga 2,04/09/93,Saarbrucken,Munich 1860,3.0,2.0,D
Bundesliga 2,04/09/93,Stuttgarter K,Uerdingen,4.0,2.0,A
Bundesliga 2,04/09/93,TB Berlin,St Pauli,2.0,0.0,D
Bundesliga 2,18/09/93,Bochum,Saarbrucken,2.0,0.0,H
Bundesliga 2,18/09/93,F Koln,Stuttgarter K,0.0,1.0,H
Bundesliga 2,18/09/93,Hertha,RW Essen,1.0,4.0,A
Bundesliga 2,18/09/93,Homburg,Chemnitz,2.0,0.0,H
Bundesliga 2,18/09/93,Mannheim,Hansa Rostock,3.0,3.0,D
Bundesliga 2,18/09/93,Munich 1860,CZ Jena,5.0,0.0,H
Bundesliga 2,18/09/93,St Pauli,Mainz,0.0,0.0,H
Bundesliga 2,18/09/93,Uerdingen,TB Berlin,1.0,1.0,H
Bundesliga 2,18/09/93,Wolfsburg,Meppen,1.0,2.0,H
Bundesliga 2,18/09/93,Wuppertaler,Hannover,0.0,0.0,D
Bundesliga 2,25/09/93,CZ Jena,Chemnitz,5.0,2.0,D
Bundesliga 2,25/09/93,Hannover,St Pauli,0.0,1.0,H
Bundesliga 2,25/09/93,Hansa Rostock,Wolfsburg,0.0,0.0,H
Bundesliga 2,25/09/93,Mainz,Uerdingen,2.0,1.0,D
Bundesliga 2,25/09/93,Meppen,Homburg,1.0,1.0,H
Bundesliga 2,25/09/93,Munich 1860,Bochum,1.0,1.2,H
Bundesliga 2,25/09/93,RW Essen,Mannheim,0.0,0.0,H
Bundesliga 2,25/09/93,Saarbrucken,Wuppertaler,3.0,0.0,H
Bundesliga 2,25/09/93,Stuttgarter K,Hertha,2.0,1.0,D
Bundesliga 2,25/09/93,TB Berlin,F Koln,2.0,1.0,A
Bundesliga 2,02/10/93,Bochum,CZ Jena,3.0,0.0,H
Bundesliga 2,02/10/93,Chemnitz,Meppen,3.0,1.0,H
Bundesliga 2,02/10/93,F Koln,Mainz,3.0,2.0,D
Bundesliga 2,02/10/93,Hertha,TB Berlin,2.0,0.0,H
Bundesliga 2,02/10/93,Homburg,Hansa Rostock,2.0,2.0,D
Bundesliga 2,02/10/93,Mannheim,Stuttgarter K,3.0,1.0,H
Bundesliga 2,02/10/93,St Pauli,Saarbrucken,1.0,1.0,D
Bundesliga 2,02/10/93,Uerdingen,Hannover,1.0,2.0,H
Bundesliga 2,02/10/93,Wolfsburg,RW Essen,2.0,2.0,D
Bundesliga 2,02/10/93,Wuppertaler,Munich 1860,2.0,0.0,H
Bundesliga 2,09/10/93,Bochum,Wuppertaler,2.0,0.0,H
Bundesliga 2,09/10/93,CZ Jena,Meppen,0.0,0.0,D
Bundesliga 2,09/10/93,Hannover,F Koln,4.0,2.0,A
Bundesliga 2,09/10/93,Hansa Rostock,Chemnitz,0.0,0.0,H
Bundesliga 2,09/10/93,Mainz,Hertha,3.0,1.0,D
Bundesliga 2,09/10/93,Munich 1860,St Pauli,2.0,0.0,H
Bundesliga 2,09/10/93,RW Essen,Homburg,4.0,3.0,D
Bundesliga 2,09/10/93,Saarbrucken,Uerdingen,1.0,1.0,H
Bundesliga 2,09/10/93,Stuttgarter K,Wolfsburg,1.0,0.0,D
Bundesliga 2,09/10/93,TB Berlin,Mannheim,2.0,1.0,D
Bundesliga 2,16/10/93,Chemnitz,RW Essen,3.0,1.0,H
Bundesliga 2,16/10/93,F Koln,Saarbrucken,0.0,0.8,H
Bundesliga 2,16/10/93,Hertha,Hannover,1.0,0.0,D
Bundesliga 2,16/10/93,Homburg,Stuttgarter K,1.0,2.0,H
Bundesliga 2,16/10/93,Mannheim,Mainz,1.0,0.0,H
Bundesliga 2,16/10/93,Meppen,Hansa Rostock,2.0,0.0,H
Bundesliga 2,16/10/93,St Pauli,Bochum,2.0,1.0,D
Bundesliga 2,16/10/93,Uerdingen,Munich 1860,0.0,0.0,H
Bundesliga 2,16/10/93,Wolfsburg,TB Berlin,0.0,1.0,H
Bundesliga 2,16/10/93,Wuppertaler,CZ Jena,0.0,5.0,A
Bundesliga 2,23/10/93,Bochum,Uerdingen,1.0,0.0,D
Bundesliga 2,23/10/93,CZ Jena,Hansa Rostock,3.0,0.0,D
Bundesliga 2,23/10/93,Hannover,Mannheim,3.0,1.0,D
Bundesliga 2,23/10/93,Mainz,Wolfsburg,4.0,2.0,D
Bundesliga 2,23/10/93,Munich 1860,F Koln,3.0,1.0,H
Bundesliga 2,23/10/93,RW Essen,Meppen,3.0,0.4,H
Bundesliga 2,23/10/93,Saarbrucken,Hertha,2.0,0.0,H
Bundesliga 2,23/10/93,Stuttgarter K,Chemnitz,1.0,0.0,H
Bundesliga 2,23/10/93,TB Berlin,Homburg,5.0,1.0,H
Bundesliga 2,23/10/93,Wuppertaler,St Pauli,2.0,1.0,H
Bundesliga 2,30/10/93,Chemnitz,TB Berlin,1.0,0.0,H
Bundesliga 2,30/10/93,F Koln,Bochum,3.0,2.0,D
Bundesliga 2,30/10/93,Hansa Rostock,RW Essen,0.0,2.0,A
Bundesliga 2,30/10/93,Hertha,Munich 1860,1.0,1.0,A
Bundesliga 2,30/10/93,Homburg,Mainz,1.0,0.0,H
Bundesliga 2,30/10/93,Mannheim,Saarbrucken,2.0,0.0,H
Bundesliga 2,30/10/93,Meppen,Stuttgarter K,2.0,2.0,D
Bundesliga 2,30/10/93,St Pauli,CZ Jena,0.0,1.0,H
Bundesliga 2,30/10/93,Uerdingen,Wuppertaler,2.0,1.0,D
Bundesliga 2,30/10/93,Wolfsburg,Hannover,1.0,0.0,D
Bundesliga 2,06/11/93,Bochum,Hertha,0.0,1.0,H
Bundesliga 2,06/11/93,CZ Jena,RW Essen,2.0,0.0,H
Bundesliga 2,06/11/93,Hannover,Homburg,2.0,3.0,A
Bundesliga 2,06/11/93,Mainz,Chemnitz,0.0,0.8,H
Bundesliga 2,06/11/93,Munich 1860,Mannheim,2.0,1.0,H
Bundesliga 2,06/11/93,Saarbrucken,Wolfsburg,1.0,1.0,H
Bundesliga 2,06/11/93,St Pauli,Uerdingen,2.0,0.0,D
Bundesliga 2,06/11/93,Stuttgarter K,Hansa Rostock,0.0,2.0,H
Bundesliga 2,06/11/93,TB Berlin,Meppen,3.0,1.0,D
Bundesliga 2,06/11/93,Wuppertaler,F Koln,0.0,2.0,A
Bundesliga 2,13/11/93,Chemnitz,Hannover,3.0,0.0,H
Bundesliga 2,13/11/93,F Koln,St Pauli,1.0,2.0,D
Bundesliga 2,13/11/93,Hansa Rostock,TB Berlin,2.0,1.0,H
Bundesliga 2,13/11/93,Hertha,Wuppertaler,1.0,3.0,A
Bundesliga 2,13/11/93,Homburg,Saarbrucken,1.0,2.0,D
Bundesliga 2,13/11/93,Mannheim,Bochum,1.0,0.0,H
Bundesliga 2,13/11/93,Meppen,Mainz,2.0,1.0,D
Bundesliga 2,13/11/93,RW Essen,Stuttgarter K,1.0,0.0,D
Bundesliga 2,13/11/93,Uerdingen,CZ Jena,3.0,0.0,D
Bundesliga 2,13/11/93,Wolfsburg,Munich 1860,2.0,0.0,D
Bundesliga 2,20/11/93,Bochum,Wolfsburg,0.0,0.0,H
Bundesliga 2,20/11/93,Hannover,Meppen,3.0,1.0,D
Bundesliga 2,20/11/93,Mainz,Hansa Rostock,1.0,1.0,H
Bundesliga 2,20/11/93,Munich 1860,Homburg,1.0,0.0,H
Bundesliga 2,20/11/93,Saarbrucken,Chemnitz,2.0,0.0,H
Bundesliga 2,20/11/93,St Pauli,Hertha,2.0,0.0,H
Bundesliga 2,20/11/93,Stuttgarter K,CZ Jena,0.0,2.0,D
Bundesliga 2,20/11/93,TB Berlin,RW Essen,2.0,2.0,D
Bundesliga 2,20/11/93,Uerdingen,F Koln,1.0,2.0,D
Bundesliga 2,20/11/93,Wuppertaler,Mannheim,0.0,1.0,D
Bundesliga 2,27/11/93,Chemnitz,Munich 1860,2.0,1.0,D
Bundesliga 2,27/11/93,CZ Jena,F Koln,2.0,2.0,D
Bundesliga 2,27/11/93,Hansa Rostock,Hannover,1.0,1.0,H
Bundesliga 2,27/11/93,Hertha,Uerdingen,0.0,1.0,D
Bundesliga 2,27/11/93,Homburg,Bochum,4.0,0.0,D
Bundesliga 2,27/11/93,Mannheim,St Pauli,1.0,0.0,D
Bundesliga 2,27/11/93,Meppen,Saarbrucken,2.0,0.0,H
Bundesliga 2,27/11/93,RW Essen,Mainz,1.0,0.0,D
Bundesliga 2,27/11/93,Stuttgarter K,TB Berlin,2.0,1.0,H
Bundesliga 2,27/11/93,Wolfsburg,Wuppertaler,1.0,1.0,H
Bundesliga 2,04/12/93,Bochum,Chemnitz,3.0,2.0,H
Bundesliga 2,04/12/93,F Koln,Hertha,0.0,3.0,D
Bundesliga 2,04/12/93,Hannover,RW Essen,4.0,0.0,H
Bundesliga 2,04/12/93,Mainz,Stuttgarter K,0.0,0.8,H
Bundesliga 2,04/12/93,Munich 1860,Meppen,1.0,2.0,D
Bundesliga 2,04/12/93,Saarbrucken,Hansa Rostock,1.0,1.2,H
Bundesliga 2,04/12/93,St Pauli,Wolfsburg,3.0,0.0,H
Bundesliga 2,04/12/93,TB Berlin,CZ Jena,2.0,0.0,D
Bundesliga 2,04/12/93,Uerdingen,Mannheim,2.0,2.0,D
Bundesliga 2,04/12/93,Wuppertaler,Homburg,2.0,1.0,D
Bundesliga 2,19/02/94,Bochum,Meppen,1.0,1.2,H
Bundesliga 2,19/02/94,F Koln,Mannheim,0.0,0.0,D
Bundesliga 2,19/02/94,Hannover,Stuttgarter K,4.0,0.0,H
Bundesliga 2,19/02/94,Hertha,CZ Jena,1.0,0.0,D
Bundesliga 2,19/02/94,Mainz,TB Berlin,4.0,4.0,A
Bundesliga 2,19/02/94,Munich 1860,Hansa Rostock,2.0,2.0,D
Bundesliga 2,19/02/94,Saarbrucken,RW Essen,1.0,1.0,H
Bundesliga 2,19/02/94,St Pauli,Homburg,1.0,0.0,H
Bundesliga 2,19/02/94,Uerdingen,Wolfsburg,2.0,0.0,D
Bundesliga 2,19/02/94,Wuppertaler,Chemnitz,0.0,2.0,D
Bundesliga 2,26/02/94,Chemnitz,St Pauli,1.0,0.0,D
Bundesliga 2,26/02/94,CZ Jena,Mainz,0.0,0.0,H
Bundesliga 2,26/02/94,Hansa Rostock,Bochum,4.0,1.0,H
Bundesliga 2,26/02/94,Homburg,Uerdingen,1.0,1.0,H
Bundesliga 2,26/02/94,Mannheim,Hertha,2.0,2.0,D
Bundesliga 2,26/02/94,Stuttgarter K,Saarbrucken,2.0,2.0,D
Bundesliga 2,26/02/94,TB Berlin,Hannover,1.0,2.0,D
Bundesliga 2,05/03/94,Bochum,RW Essen,1.0,0.0,H
Bundesliga 2,05/03/94,F Koln,Homburg,2.0,1.0,H
Bundesliga 2,05/03/94,Hannover,Mainz,2.0,1.0,D
Bundesliga 2,05/03/94,Hertha,Wolfsburg,2.0,0.0,H
Bundesliga 2,05/03/94,Mannheim,CZ Jena,3.0,0.0,H
Bundesliga 2,05/03/94,Munich 1860,Stuttgarter K,4.0,3.0,A
Bundesliga 2,05/03/94,Saarbrucken,TB Berlin,1.0,2.0,D
Bundesliga 2,05/03/94,St Pauli,Meppen,0.0,0.0,H
Bundesliga 2,05/03/94,Uerdingen,Chemnitz,1.0,0.0,H
Bundesliga 2,05/03/94,Wuppertaler,Hansa Rostock,0.0,0.8,H
Bundesliga 2,12/03/94,Chemnitz,F Koln,2.0,0.0,H
Bundesliga 2,12/03/94,CZ Jena,Hannover,4.0,2.0,D
Bundesliga 2,12/03/94,Homburg,Hertha,1.0,1.0,D
Bundesliga 2,12/03/94,Mainz,Saarbrucken,2.0,1.0,D
Bundesliga 2,12/03/94,Meppen,Uerdingen,1.0,2.0,A
Bundesliga 2,12/03/94,RW Essen,Wuppertaler,1.0,0.0,D
Bundesliga 2,12/03/94,Stuttgarter K,Bochum,1.0,0.0,D
Bundesliga 2,12/03/94,TB Berlin,Munich 1860,2.0,0.0,H
Bundesliga 2,12/03/94,Wolfsburg,Mannheim,1.0,2.0,D
Bundesliga 2,19/03/94,Bochum,TB Berlin,3.0,0.4,H
Bundesliga 2,19/03/94,F Koln,Meppen,1.0,1.0,D
Bundesliga 2,19/03/94,Hertha,Chemnitz,1.0,2.0,D
Bundesliga 2,19/03/94,Mannheim,Homburg,0.0,1.0,H
Bundesliga 2,19/03/94,Munich 1860,Mainz,2.0,2.0,D
Bundesliga 2,19/03/94,Saarbrucken,Hannover,2.0,4.0,A
Bundesliga 2,19/03/94,St Pauli,RW Essen,3.0,0.0,H
Bundesliga 2,19/03/94,Uerdingen,Hansa Rostock,1.0,1.0,H
Bundesliga 2,19/03/94,Wolfsburg,CZ Jena,1.0,1.2,H
Bundesliga 2,26/03/94,Chemnitz,Mannheim,0.0,0.0,D
Bundesliga 2,26/03/94,CZ Jena,Saarbrucken,3.0,2.0,A
Bundesliga 2,26/03/94,Hannover,Munich 1860,4.0,4.0,A
Bundesliga 2,26/03/94,Hansa Rostock,F Koln,1.0,1.0,D
Bundesliga 2,26/03/94,Homburg,Wolfsburg,2.0,0.0,D
Bundesliga 2,26/03/94,Mainz,Bochum,1.0,2.0,H
Bundesliga 2,26/03/94,Meppen,Hertha,0.0,0.0,H
Bundesliga 2,26/03/94,RW Essen,Uerdingen,1.0,2.0,D
Bundesliga 2,26/03/94,Stuttgarter K,St Pauli,1.0,1.0,D
Bundesliga 2,26/03/94,TB Berlin,Wuppertaler,1.0,1.0,D
Bundesliga 2,02/04/94,Bochum,Hannover,0.0,2.0,D
Bundesliga 2,02/04/94,F Koln,RW Essen,5.0,1.0,H
Bundesliga 2,02/04/94,Hertha,Hansa Rostock,2.0,1.0,D
Bundesliga 2,02/04/94,Homburg,CZ Jena,1.0,1.0,H
Bundesliga 2,02/04/94,Mannheim,Meppen,2.0,1.0,H
Bundesliga 2,02/04/94,Munich 1860,Saarbrucken,1.0,0.0,H
Bundesliga 2,02/04/94,St Pauli,TB Berlin,1.0,1.0,H
Bundesliga 2,02/04/94,Uerdingen,Stuttgarter K,1.0,1.0,D
Bundesliga 2,02/04/94,Wolfsburg,Chemnitz,2.0,0.0,H
Bundesliga 2,02/04/94,Wuppertaler,Mainz,4.0,3.0,A
Bundesliga 2,06/04/94,Chemnitz,Homburg,1.0,1.0,H
Bundesliga 2,06/04/94,CZ Jena,Munich 1860,2.0,1.0,D
Bundesliga 2,06/04/94,Hannover,Wuppertaler,1.0,0.0,H
Bundesliga 2,06/04/94,Hansa Rostock,Mannheim,3.0,0.0,H
Bundesliga 2,06/04/94,Mainz,St Pauli,0.0,1.0,H
Bundesliga 2,06/04/94,Meppen,Wolfsburg,1.0,1.0,H
Bundesliga 2,06/04/94,RW Essen,Hertha,0.0,0.0,H
Bundesliga 2,06/04/94,Saarbrucken,Bochum,1.0,1.0,A
Bundesliga 2,06/04/94,Stuttgarter K,F Koln,1.0,0.0,D
Bundesliga 2,06/04/94,TB Berlin,Uerdingen,1.0,1.0,D
Bundesliga 2,09/04/94,Bochum,Munich 1860,3.0,0.0,H
Bundesliga 2,09/04/94,Chemnitz,CZ Jena,2.0,0.0,D
Bundesliga 2,09/04/94,F Koln,TB Berlin,1.0,1.0,H
Bundesliga 2,09/04/94,Hertha,Stuttgarter K,2.0,0.0,D
Bundesliga 2,09/04/94,Homburg,Meppen,0.0,0.8,H
Bundesliga 2,09/04/94,Mannheim,RW Essen,2.0,2.0,D
Bundesliga 2,09/04/94,St Pauli,Hannover,1.0,1.0,H
Bundesliga 2,09/04/94,Uerdingen,Mainz,0.0,0.0,H
Bundesliga 2,09/04/94,Wolfsburg,Hansa Rostock,0.0,1.0,D
Bundesliga 2,09/04/94,Wuppertaler,Saarbrucken,0.0,0.8,H
Bundesliga 2,16/04/94,Hannover,Uerdingen,2.0,1.0,H
Bundesliga 2,16/04/94,Hansa Rostock,Homburg,3.0,2.0,H
Bundesliga 2,16/04/94,Mainz,F Koln,4.0,3.0,A
Bundesliga 2,16/04/94,Meppen,Chemnitz,5.0,1.0,H
Bundesliga 2,16/04/94,Munich 1860,Wuppertaler,2.0,1.0,H
Bundesliga 2,16/04/94,RW Essen,Wolfsburg,1.0,1.0,H
Bundesliga 2,16/04/94,Saarbrucken,St Pauli,1.0,1.0,D
Bundesliga 2,16/04/94,Stuttgarter K,Mannheim,3.0,0.4,H
Bundesliga 2,18/04/94,Hansa Rostock,St Pauli,4.0,1.0,H
Bundesliga 2,18/04/94,RW Essen,Munich 1860,1.0,4.0,A
Bundesliga 2,18/04/94,Wolfsburg,F Koln,1.0,1.0,H
Bundesliga 2,23/04/94,Chemnitz,Hansa Rostock,0.0,0.0,H
Bundesliga 2,23/04/94,F Koln,Hannover,0.0,0.8,H
Bundesliga 2,23/04/94,Hertha,Mainz,3.0,0.4,H
Bundesliga 2,23/04/94,Homburg,RW Essen,8.0,1.0,D
Bundesliga 2,23/04/94,Mannheim,TB Berlin,1.0,2.0,D
Bundesliga 2,23/04/94,Meppen,CZ Jena,3.0,1.0,D
Bundesliga 2,23/04/94,St Pauli,Munich 1860,0.0,1.0,H
Bundesliga 2,23/04/94,Uerdingen,Saarbrucken,1.0,3.0,A
Bundesliga 2,23/04/94,Wolfsburg,Stuttgarter K,1.0,0.0,H
Bundesliga 2,23/04/94,Wuppertaler,Bochum,1.0,1.0,H
Bundesliga 2,30/04/94,Bochum,St Pauli,0.0,1.0,D
Bundesliga 2,30/04/94,CZ Jena,Wuppertaler,5.0,1.0,H
Bundesliga 2,30/04/94,Hannover,Hertha,2.0,2.0,D
Bundesliga 2,30/04/94,Hansa Rostock,Meppen,2.0,1.0,D
Bundesliga 2,30/04/94,Mainz,Mannheim,0.0,1.0,H
Bundesliga 2,30/04/94,Munich 1860,Uerdingen,3.0,0.0,D
Bundesliga 2,30/04/94,RW Essen,Chemnitz,1.0,1.0,H
Bundesliga 2,30/04/94,Saarbrucken,F Koln,1.0,1.2,H
Bundesliga 2,30/04/94,Stuttgarter K,Homburg,1.0,3.0,A
Bundesliga 2,30/04/94,TB Berlin,Wolfsburg,1.0,2.0,H
Bundesliga 2,02/05/94,TB Berlin,Hertha,2.0,2.0,D
Bundesliga 2,02/05/94,Wuppertaler,Stuttgarter K,1.0,1.0,A
Bundesliga 2,07/05/94,Chemnitz,Stuttgarter K,0.0,0.0,H
Bundesliga 2,07/05/94,F Koln,Munich 1860,0.0,0.0,D
Bundesliga 2,07/05/94,Hansa Rostock,CZ Jena,0.0,0.0,D
Bundesliga 2,07/05/94,Hertha,Saarbrucken,1.0,1.0,H
Bundesliga 2,07/05/94,Homburg,TB Berlin,2.0,2.0,D
Bundesliga 2,07/05/94,Meppen,RW Essen,1.0,1.0,H
Bundesliga 2,07/05/94,St Pauli,Wuppertaler,1.0,2.0,D
Bundesliga 2,07/05/94,Wolfsburg,Mainz,0.0,0.0,H
Bundesliga 2,09/05/94,Mannheim,Hannover,2.0,1.0,D
Bundesliga 2,09/05/94,Meppen,Wuppertaler,2.0,1.0,H
Bundesliga 2,14/05/94,Bochum,F Koln,0.0,0.0,H
Bundesliga 2,14/05/94,CZ Jena,St Pauli,3.0,0.0,H
Bundesliga 2,14/05/94,Hannover,Wolfsburg,0.0,0.0,H
Bundesliga 2,14/05/94,Mainz,Homburg,0.0,1.0,D
Bundesliga 2,14/05/94,RW Essen,Hansa Rostock,3.0,0.0,H
Bundesliga 2,14/05/94,Saarbrucken,Mannheim,0.0,1.0,D
Bundesliga 2,14/05/94,Stuttgarter K,Meppen,0.0,0.0,H
Bundesliga 2,14/05/94,TB Berlin,Chemnitz,2.0,0.0,D
Bundesliga 2,14/05/94,Wuppertaler,Uerdingen,1.0,3.0,A
Bundesliga 2,16/05/94,CZ Jena,Bochum,0.0,0.0,D
Bundesliga 2,16/05/94,Munich 1860,Hertha,2.0,0.0,H
Bundesliga 2,21/05/94,Chemnitz,Mainz,1.0,0.0,D
Bundesliga 2,21/05/94,F Koln,Wuppertaler,0.0,0.0,H
Bundesliga 2,21/05/94,Hansa Rostock,Stuttgarter K,3.0,0.0,H
Bundesliga 2,21/05/94,Hertha,Bochum,1.0,1.0,D
Bundesliga 2,21/05/94,Homburg,Hannover,4.0,0.0,H
Bundesliga 2,21/05/94,Mannheim,Munich 1860,1.0,1.0,D
Bundesliga 2,21/05/94,Meppen,TB Berlin,0.0,1.0,H
Bundesliga 2,21/05/94,RW Essen,CZ Jena,1.0,5.0,A
Bundesliga 2,21/05/94,Uerdingen,St Pauli,2.0,0.0,H
Bundesliga 2,21/05/94,Wolfsburg,Saarbrucken,2.0,1.0,H
Bundesliga 2,25/05/94,Bochum,Mannheim,2.0,1.0,D
Bundesliga 2,25/05/94,CZ Jena,Uerdingen,0.0,2.0,D
Bundesliga 2,25/05/94,Hannover,Chemnitz,2.0,0.0,D
Bundesliga 2,25/05/94,Mainz,Meppen,1.0,0.0,H
Bundesliga 2,25/05/94,Munich 1860,Wolfsburg,0.0,0.8,H
Bundesliga 2,25/05/94,Saarbrucken,Homburg,0.0,0.0,D
Bundesliga 2,25/05/94,St Pauli,F Koln,0.0,2.0,H
Bundesliga 2,25/05/94,Stuttgarter K,RW Essen,1.0,1.2,H
Bundesliga 2,25/05/94,TB Berlin,Hansa Rostock,5.0,0.0,D
Bundesliga 2,25/05/94,Wuppertaler,Hertha,0.0,2.0,D
Bundesliga 2,28/05/94,Chemnitz,Saarbrucken,1.0,1.0,H
Bundesliga 2,28/05/94,CZ Jena,Stuttgarter K,2.0,0.0,D
Bundesliga 2,28/05/94,F Koln,Uerdingen,1.0,1.0,H
Bundesliga 2,28/05/94,Hansa Rostock,Mainz,1.0,3.0,A
Bundesliga 2,28/05/94,Hertha,St Pauli,2.0,1.0,H
Bundesliga 2,28/05/94,Homburg,Munich 1860,0.0,0.0,D
Bundesliga 2,28/05/94,Mannheim,Wuppertaler,0.0,0.0,H
Bundesliga 2,28/05/94,Meppen,Hannover,0.0,0.8,H
Bundesliga 2,28/05/94,RW Essen,TB Berlin,3.0,0.4,H
Bundesliga 2,28/05/94,Wolfsburg,Bochum,0.0,1.0,A
Bundesliga 2,30/05/94,Uerdingen,Bochum,3.0,0.0,H
Bundesliga 2,04/06/94,Bochum,Homburg,0.0,4.0,A
Bundesliga 2,04/06/94,F Koln,CZ Jena,4.0,1.0,D
Bundesliga 2,04/06/94,Hannover,Hansa Rostock,0.0,0.8,H
Bundesliga 2,04/06/94,Mainz,RW Essen,2.0,1.0,D
Bundesliga 2,04/06/94,Munich 1860,Chemnitz,2.0,1.0,H
Bundesliga 2,04/06/94,Saarbrucken,Meppen,1.0,1.0,D
Bundesliga 2,04/06/94,St Pauli,Mannheim,2.0,0.0,H
Bundesliga 2,04/06/94,TB Berlin,Stuttgarter K,1.0,2.0,D
Bundesliga 2,04/06/94,Uerdingen,Hertha,2.0,0.0,D
Bundesliga 2,04/06/94,Wuppertaler,Wolfsburg,4.0,1.0,H
Bundesliga 2,11/06/94,Chemnitz,Bochum,0.0,0.0,H
